Word,Frequency_fake,Frequency_real
"'walker',",21,51
"'gateway',",21,11
"'sec',",21,129
"'conaway',",21,56
"'nikki',",21,34
"'sharehold',",21,24
"'survivor',",21,9
"'physician',",21,23
"'deutsch',",21,87
"'thiel',",21,8
"'disenfranchis',",20,9
"'jefferson',",20,8
"'distinguish',",20,18
"'scrutin',",20,31
"'discours',",20,15
"'denni',",20,17
"'linda',",20,8
"'household',",20,54
"'cook',",20,37
"'afterward',",20,43
"'pit',",20,19
"'rican',",20,27
"'sack',",20,10
"'drama',",20,40
"'irrelev',",20,11
"'characterist',",20,8
"'crimea',",20,66
"'cofound',",20,23
"'nois',",20,8
"'disadvantag',",20,24
"'obstacl',",20,63
"'rebellion',",20,10
"'render',",20,16
"'embroil',",20,18
"['presid',",20,6
"'pot',",20,10
"'premis',",20,11
"'clever',",20,6
"'hamburg',",20,59
"'relax',",20,47
"'unfound',",20,6
"'rio',",20,20
"'lone',",20,19
"'longest',",20,40
"'broader',",20,174
"'dine',",20,20
"'upward',",20,6
"'hardest',",20,15
"'collabor',",20,25
"'medium',",20,7
"'maricopa',",20,7
"'neglect',",20,12
"'mill',",20,14
"'wash',",20,15
"'quo',",20,23
"'torn',",20,6
"'unwil',",20,10
"'pepper',",20,16
"'spray',",20,10
"'distort',",20,23
"'millenni',",20,7
"'incident',",20,34
"'unpredict',",20,34
"'downplay',",20,43
"'shed',",20,32
"'wheeler',",20,18
"'decre',",20,42
"'egypt',",20,88
"'fisa',",20,22
"'vacanc',",20,86
"'axio',",20,42
"'treasur',",20,19
"'appl',",20,49
"'baltimor',",20,24
"'gutierrez',",20,21
"'iphon',",20,7
"'tyler',",20,10
"'peterson',",20,18
"'complianc',",20,108
"'expel',",20,43
"'guidelin',",20,86
"'nod',",20,19
"'fidel',",20,12
"'brendan',",20,11
"'bot',",20,6
"'lifesav',",20,7
"'substanc',",20,44
"'await',",20,79
"'carolin',",20,9
"'grievanc',",20,16
"'commentari',",20,23
"'robart',",20,12
"'partli',",20,51
"'loophol',",20,69
"'emiss',",20,209
"'anxieti',",19,15
"'persuad',",19,75
"'couch',",19,6
"'enlist',",19,33
"'outfit',",19,7
"'curri',",19,23
"'spanish',",19,10
"'fri',",19,6
"'rug',",19,10
"'reel',",19,6
"'password',",19,6
"'distribut',",19,53
"'forcibl',",19,9
"'northern',",19,64
"'tabloid',",19,13
"'congressmen',",19,17
"'spare',",19,20
"'adjust',",19,109
"'streak',",19,7
"'advisori',",19,94
"'evad',",19,16
"'obey',",19,8
"'unsubstanti',",19,21
"'curti',",19,11
"'jacki',",19,14
"'antagon',",19,7
"'payrol',",19,20
"'uncheck',",19,10
"'bird',",19,7
"'departur',",19,117
"'norm',",19,15
"'loui',",19,36
"'lankford',",19,32
"'bottl',",19,7
"'archiv',",19,24
"'en',",19,9
"'connecticut',",19,90
"'patienc',",19,23
"'mississippi',",19,45
"'voluntarili',",19,42
"'detaine',",19,31
"'miner',",19,78
"'grahamcassidi',",19,41
"'boil',",19,13
"'boehner',",19,16
"'chart',",19,21
"'improp',",19,33
"'orbit',",19,10
"'indian',",19,66
"'freez',",19,86
"'meaning',",19,49
"'laptop',",19,31
"'techniqu',",19,23
"'prorussian',",19,38
"'inher',",19,8
"'advers',",19,14
"'repair',",19,59
"'jealou',",19,8
"'co',",19,258
"'pollut',",19,71
"'instrument',",19,32
"'undecid',",19,47
"'cassidi',",19,69
"'omit',",19,14
"'gillibrand',",19,30
"'macarthur',",19,19
"'recreat',",19,28
"'osama',",19,7
"'minim',",19,45
"'firefight',",19,8
"'outcri',",19,13
"'predominantli',",19,22
"'ceil',",19,245
"'atroc',",19,24
"'cub',",19,8
"'membership',",19,28
"'overcom',",19,57
"'pearl',",19,7
"'sewer',",19,6
"'handel',",19,28
"'pleasur',",18,11
"'viru',",18,8
"'remedi',",18,25
"'speci',",18,7
"'lavish',",18,18
'tweet'],18,8
"'sting',",18,8
"'cnbc',",18,73
"'kerri',",18,15
"'lloyd',",18,14
"'dysfunct',",18,11
"'teammat',",18,7
"'loom',",18,74
"'sympathet',",18,17
"'torr',",18,8
"'wouldb',",18,10
"'port',",18,80
"'holli',",18,6
"'surpass',",18,7
"'inspector',",18,123
"'decri',",18,38
"'ami',",18,43
"'proport',",18,16
"'bloc',",18,67
"'wendi',",18,7
"'tourism',",18,28
"'duck',",18,9
"'er',",18,9
"'databas',",18,28
"'monthli',",18,44
"'analyz',",18,46
"'farenthold',",18,50
"'paycheck',",18,10
"['senat',",18,236
"'firestorm',",18,20
"'leftist',",18,12
"'feather',",18,6
"'outnumb',",18,6
"'wayn',",18,8
"'villag',",18,17
"'fulltim',",18,21
"'shrug',",18,21
"'winter',",18,21
"'articul',",18,19
"'plug',",18,15
"'civic',",18,13
"'revis',",18,218
"'instant',",18,6
"'recognit',",18,17
"'ram',",18,6
"'plung',",18,24
"'tens',",18,19
"'slide',",18,22
"'derogatori',",18,6
"'conceal',",18,48
"'staf',",18,42
"'hw',",18,32
"'consul',",18,62
"'venu',",18,17
"'nj',",18,29
"'lane',",18,41
"'exoner',",18,6
"'leftw',",18,19
"'backbon',",18,10
"'elabor',",18,50
"'briefli',",18,45
"'util',",18,82
"'indonesia',",18,30
"'provoc',",18,50
"'pompeo',",18,53
"'caution',",18,43
"'capito',",18,15
"'cybersecur',",18,29
"'bloat',",18,7
"'hedg',",18,65
"'pharma',",18,10
"'studio',",18,8
"'followup',",18,13
"'uneasi',",18,10
"'austin',",18,45
"'nba',",18,6
"'frazier',",18,17
"'huma',",18,6
"'cleans',",17,31
"'inhuman',",17,7
"'therapi',",17,22
"'exposur',",17,15
"'gabriel',",17,29
"'overli',",17,28
"'patent',",17,91
"'imped',",17,44
"'stagger',",17,9
"'assumpt',",17,37
"'inflict',",17,14
"'twin',",17,10
"'meat',",17,10
"'pursuit',",17,18
"'obsolet',",17,25
"'brownback',",17,32
"'slew',",17,13
"'overthrow',",17,7
"'dispos',",17,32
"'texan',",17,14
"'usher',",17,16
"'theresa',",17,40
"'dri',",17,14
"'havoc',",17,9
"'stir',",17,29
"'mainli',",17,75
"'interim',",17,64
"'temporarili',",17,112
"'basketbal',",17,21
"'koch',",17,68
"'darrel',",17,7
"'deposit',",17,30
"'dissolv',",17,8
"'qaeda',",17,43
"'veil',",17,18
"'risen',",17,27
"'censor',",17,8
"'currenc',",17,155
"'warsaw',",17,9
"'rattl',",17,28
"'steam',",17,10
"'stump',",17,14
"'forprofit',",17,11
"'profess',",17,6
"'debacl',",17,11
"'fare',",17,10
"'pave',",17,46
"'unidentifi',",17,38
"'rein',",17,133
"'juvenil',",17,11
"'telephon',",17,93
"'wildlif',",17,50
"'funnel',",17,7
"'staterun',",17,33
"'richest',",17,7
"'unveil',",17,271
"'globalist',",17,11
"'heroin',",17,20
"'prescript',",17,55
"'uproar',",17,28
"'humbl',",17,11
"'nyt',",17,17
"'strain',",17,68
"'charleston',",17,6
"'successor',",17,39
"'fraction',",17,26
"'lesbian',",17,26
"'quip',",17,13
"'baptist',",17,6
"'johnni',",17,7
"'dreamer',",17,293
"'midterm',",17,95
"'effici',",17,70
"'beneath',",17,14
"'sovereign',",17,22
"'endeavor',",17,7
"'lament',",17,17
"'duffi',",17,9
"['top',",16,43
"'systemat',",16,17
"'expir',",16,246
"'foolish',",16,7
"'butt',",16,7
"'barrag',",16,12
"'swiftli',",16,24
"'cynic',",16,11
"'shakeup',",16,30
"'input',",16,56
"'parliament',",16,35
"'twenti',",16,10
"'immor',",16,6
"'heap',",16,8
"'subsid',",16,45
"'antonin',",16,34
"'snub',",16,11
"'relentless',",16,6
"'exxonmobil',",16,6
"'watchdog',",16,155
"'sept',",16,279
"'reprehens',",16,11
"'shook',",16,14
"'shrink',",16,73
"'brink',",16,11
"'incumb',",16,80
"'detriment',",16,18
"['texa',",16,21
"'subcommitte',",16,62
"'disinform',",16,16
"'compound',",16,25
"'sc',",16,6
"'muster',",16,32
"'formerli',",16,33
"'stifl',",16,11
"'brooklyn',",16,23
"'flash',",16,10
"'olymp',",16,26
"'realist',",16,23
"'consecut',",16,11
"'lesser',",16,7
"'sebastian',",16,11
"'gerrymand',",16,47
"'constraint',",16,10
"'partisanship',",16,15
"'orient',",16,17
"'tribut',",16,6
"'cornerston',",16,18
"'grid',",16,49
"'funer',",16,6
"'reson',",16,11
"'coerc',",16,11
"'peninsula',",16,103
"'kgb',",16,9
"'richmond',",16,35
"'viewpoint',",16,9
"'deliveri',",16,41
"'rhode',",16,26
"'joshua',",16,21
"'curtail',",16,35
"'trace',",16,9
"'karl',",16,12
"'longstand',",16,108
"'pollster',",16,9
"'harbor',",16,42
"'luke',",16,6
"'closeddoor',",16,49
"'undercut',",16,55
"'soften',",16,25
"'jinp',",16,141
"'balloon',",16,52
"'decor',",16,11
"'outgo',",16,26
"'verg',",16,26
"'buyer',",16,33
"'embargo',",16,33
"'mechan',",16,70
"'marketplac',",16,40
"'enthusiasm',",16,23
"'ramp',",16,51
"'cowork',",16,7
"'brotherhood',",16,9
"'questionnair',",16,6
"'schneiderman',",16,59
"'pulpit',",16,6
"'forfeitur',",16,22
"'satellit',",16,20
"'jacket',",16,7
"'biolog',",16,15
"'app',",16,8
"'oge',",16,9
"'devil',",15,6
"'scholar',",15,24
"'strict',",15,44
"'eugen',",15,12
"'md',",15,9
"'erad',",15,14
"'selfdescrib',",15,9
"'likelihood',",15,22
"'smooth',",15,23
"'aspir',",15,22
"'grandpar',",15,44
"'plight',",15,10
"'immin',",15,40
"'randi',",15,9
"'destabil',",15,67
"'mansion',",15,9
"'dowd',",15,74
"'bobbi',",15,12
"'unequivoc',",15,18
"'convert',",15,28
"'ernst',",15,16
"'duplic',",15,8
"'vigor',",15,27
"'lambast',",15,15
"'fsb',",15,25
"'jami',",15,18
"'brad',",15,20
"'dispatch',",15,13
"'bolster',",15,76
"'conven',",15,21
"'paus',",15,35
"'charad',",15,8
"'counterprotest',",15,34
"'pet',",15,6
"'abolish',",15,26
"'parttim',",15,6
"'nebraska',",15,28
"'reliev',",15,23
"'regulatori',",15,263
"'falwel',",15,7
"'berman',",15,16
"'imparti',",15,21
"'disconnect',",15,7
"'uss',",15,18
"'robin',",15,11
"'costli',",15,86
"'stall',",15,99
"'footstep',",15,6
"'highway',",15,46
"'backer',",15,71
"'secreci',",15,13
"'rethink',",15,9
"'swift',",15,40
"'sovereignti',",15,34
"'weed',",15,6
"'mortgag',",15,138
"'dougla',",15,15
"'similarli',",15,25
"'postur',",15,22
"'ancient',",15,11
"'clair',",15,20
"'kasowitz',",15,79
"'misguid',",15,11
"'convey',",15,21
"'migrant',",15,33
"'mint',",15,6
"'undergo',",15,33
"'withheld',",15,10
"'dishearten',",15,8
"'unexpect',",15,25
"'kirsten',",15,16
"'wyden',",15,99
"'proce',",15,20
"'squeez',",15,17
"'tilt',",15,62
"'podcast',",15,6
"'intervent',",15,42
"'acquir',",15,29
"'militia',",15,39
"'mccaskil',",15,39
"'lend',",15,77
"'mcgahn',",15,39
"'commut',",15,6
"'gupta',",15,7
"'monopoli',",15,7
"'roe',",15,14
"'skirt',",15,12
"'abedin',",15,12
"'zink',",15,136
"'infiltr',",14,9
"'jose',",14,20
"'bernardino',",14,10
"'lifestyl',",14,6
"'wider',",14,57
"'astound',",14,7
"'discount',",14,17
"'shell',",14,16
"'parallel',",14,22
"'pronounc',",14,6
"'layer',",14,8
"'backtrack',",14,10
"'natalia',",14,32
"'cater',",14,6
"'steadfast',",14,6
"['fbi',",14,16
"'hardlin',",14,102
"'starv',",14,10
"'hunger',",14,13
"'russiatrump',",14,11
"'revolv',",14,11
"'republicancontrol',",14,156
"'pragmat',",14,16
"'academ',",14,36
"'bloodsh',",14,9
"'wrestl',",14,12
"'academi',",14,17
"'enhanc',",14,75
"'carlo',",14,14
"'akin',",14,9
"'summar',",14,7
"'goodman',",14,7
"'culmin',",14,8
"'needl',",14,7
"'onslaught',",14,7
"'polar',",14,35
"'discoveri',",14,9
"'alltim',",14,33
"'ownership',",14,51
"'penchant',",14,6
"'henri',",14,20
"'fieri',",14,11
"'graciou',",14,6
"'statewid',",14,40
"'belittl',",14,6
"'clash',",14,83
"'biograph',",14,9
"'commemor',",14,7
"'firsthand',",14,6
"'plow',",14,15
"'overrid',",14,53
"'reynold',",14,25
"'millionair',",14,14
"'domain',",14,8
"'sandwich',",14,6
"'unilater',",14,67
"'virgin',",14,31
"'talli',",14,31
"'eisenhow',",14,9
"'sieg',",14,6
"'distast',",14,8
"'airplan',",14,19
"'staunchli',",14,6
"'nix',",14,7
"'federalist',",14,17
"'deadliest',",14,13
"'merkley',",14,28
"'snow',",14,6
"'perez',",14,23
"'discourag',",14,43
"'pipe',",14,10
"'delight',",14,8
"'vitriol',",14,9
"'pension',",14,167
"['comey',",14,16
"'reloc',",14,33
"'jeopard',",14,40
"'counterintellig',",14,20
"'erod',",14,32
"'samuel',",14,13
"'supervis',",14,39
"'thwart',",14,22
"['hous',",14,154
"'feb',",14,73
"'rocket',",14,40
"'adapt',",14,18
"'makeup',",14,7
"'misdemeanor',",14,24
"'phil',",14,33
"'jam',",14,10
"'tent',",14,22
"'pocahonta',",14,11
"'ukrainian',",14,72
"'exodu',",14,11
"'mandatori',",14,74
"'handcuf',",14,6
"'regain',",14,25
"'championship',",14,9
"'optim',",14,50
"'starr',",14,7
"'handgun',",14,11
"'nsc',",14,18
"'diann',",14,58
"'tide',",14,12
"'fiat',",14,8
"'hallmark',",14,7
"'rewrit',",14,53
"'bailout',",14,38
"'julia',",14,8
"'bharara',",14,65
"'fukumoto',",14,7
"'miracl',",13,6
"'sudan',",13,98
"'infect',",13,10
"'clinic',",13,39
'news'],13,9
"'sinclair',",13,23
"'peer',",13,14
"'rodriguez',",13,19
"'compens',",13,51
"'drum',",13,8
"'deck',",13,8
"'beef',",13,47
"'urgent',",13,50
"'crop',",13,22
"'devolv',",13,7
"'sanchez',",13,6
"'refug',",13,42
"'halfway',",13,19
"'loretta',",13,10
"'levi',",13,43
"'peak',",13,39
"'bevin',",13,9
"'gala',",13,9
"'default',",13,70
"'modifi',",13,34
"'idaho',",13,24
"'bromanc',",13,8
"'strictli',",13,18
"'chrysler',",13,7
"'blacklist',",13,17
"'mastermind',",13,9
"'colonel',",13,16
"'xl',",13,27
"'tran',",13,12
"'gulf',",13,111
"'prestigi',",13,7
"'dawn',",13,12
"'emin',",13,6
"'emperor',",13,12
"'snag',",13,9
"'blanket',",13,6
"'cruis',",13,79
"'aboard',",13,45
"'lodg',",13,16
"'wrongli',",13,9
"'preemptiv',",13,14
"'tumbl',",13,7
"'jfk',",13,6
"'trivial',",13,8
"'furnitur',",13,6
"'interrog',",13,18
"'safeguard',",13,56
"'inconsist',",13,21
"'pai',",13,149
"'sb',",13,9
"'trailer',",13,6
"'turmoil',",13,34
"'unsuccess',",13,37
"'incent',",13,95
"'bedrock',",13,10
"'delawar',",13,32
"'cope',",13,8
"'unpaid',",13,49
"'courtroom',",13,24
"'rocki',",13,15
"'ruth',",13,13
"'theft',",13,36
"'lawn',",13,16
"'cement',",13,9
"'subway',",13,10
"'lavrov',",13,166
"'brexit',",13,8
"'sharpli',",13,92
"'wealthiest',",13,35
"'muslimmajor',",13,138
"'mitig',",13,26
"'woe',",13,15
"'hip',",13,13
"'repercuss',",13,9
"'referendum',",13,41
"'deter',",13,50
"'garrett',",13,9
"'sky',",13,17
"'lieuten',",13,74
"'dismay',",13,21
"'tighten',",13,93
"'kay',",13,11
"'inexcus',",13,7
"'goldston',",13,17
"'misl',",13,39
"'swirl',",13,9
"'covert',",13,9
"'q',",13,10
"'brussel',",13,137
"'horowitz',",13,10
"'indefinit',",13,32
"'showcas',",13,8
"'vatican',",13,32
"'sophist',",13,27
"'jambore',",13,6
"'exceed',",13,49
"'drought',",13,17
"'tourist',",13,25
"'sixth',",13,52
"'bradi',",13,227
"'warner',",13,164
"'yield',",13,82
"'pharmaceut',",13,45
"'sanford',",13,7
"'aetna',",13,20
"'heinrich',",13,6
"'cincinnati',",12,23
"'metal',",12,20
"'dash',",12,12
"'monetari',",12,96
"'magnitud',",12,6
"'pioneer',",12,9
"'unsecur',",12,14
"'benefici',",12,18
"'introduct',",12,11
"'erect',",12,6
"'stuart',",12,9
"'dairi',",12,49
"'bombard',",12,8
"'cfpb',",12,255
"'beholden',",12,6
"'widen',",12,31
"'hometown',",12,19
"'restraint',",12,31
"'propel',",12,25
"'architect',",12,26
"'oscar',",12,6
"'invalid',",12,20
"'retribut',",12,7
"'evas',",12,21
"'authent',",12,10
"'chop',",12,7
"'instabl',",12,14
"'fruit',",12,16
"'nutrit',",12,13
"'void',",12,11
"'merg',",12,25
"'russel',",12,15
"'envis',",12,23
"'refin',",12,124
"'defraud',",12,9
"'inact',",12,23
"'shortag',",12,23
"'obscen',",12,14
"'sidelin',",12,71
"'identif',",12,33
"'tammi',",12,8
"'ahm',",12,6
"'hussein',",12,8
"'taiwanes',",12,9
"'bomber',",12,18
"'guam',",12,24
"'warhead',",12,13
"'manmad',",12,9
"'confederaci',",12,7
"'grandfath',",12,9
"'index',",12,66
"'intact',",12,34
"'yahoo',",12,9
"'grain',",12,10
"'dilig',",12,9
"'competitor',",12,37
"'incomplet',",12,11
"'restroom',",12,16
"'spectrum',",12,17
"'brawl',",12,8
"'groundwork',",12,7
"'enshrin',",12,10
"'phd',",12,17
"'wilder',",12,15
"'bulk',",12,18
"'steep',",12,37
"'feedback',",12,21
"'gowdi',",12,44
"'decisionmak',",12,29
"'kamala',",12,8
"'bat',",12,37
"'chronic',",12,21
"'vari',",12,21
"'merril',",12,13
"'max',",12,7
"'heed',",12,13
"'sensibl',",12,10
"'meadow',",12,109
"'discord',",12,21
"'runoff',",12,26
"'diego',",12,23
"'dispar',",12,19
"'glimps',",12,7
"'twelv',",12,10
"'accustom',",12,8
"'islamist',",12,76
"'foil',",12,9
"'premier',",12,25
"'suitabl',",12,7
"'spokespeopl',",12,7
"'malici',",12,7
"'momentum',",12,73
"'artifici',",12,21
"'et',",12,28
"'salvag',",12,13
"'refund',",12,39
"'consolid',",12,42
"'tissu',",12,14
"'barrel',",12,37
"'smoothli',",12,7
"'boat',",12,18
"'weaker',",12,19
"'fixat',",12,6
"'summari',",12,36
"'diamond',",12,6
"'prejudic',",12,24
"'forthcom',",12,16
"'tripl',",12,13
"'erdogan',",12,72
"'redirect',",12,11
"'caputo',",12,8
"'lauderdal',",12,10
"'facto',",12,12
"'beij',",12,414
"'battlefield',",12,23
"'cellphon',",12,12
"'pertin',",12,8
"'kaiser',",12,13
"'netflix',",12,7
"'coffman',",12,10
"'harmon',",12,7
"'vent',",11,10
"'rosenberg',",11,26
"'shore',",11,35
"'mo',",11,11
"'nobl',",11,8
"'orrin',",11,89
"'baggag',",11,7
"'nonviol',",11,7
"'broadli',",11,58
"'clariti',",11,24
"'symptom',",11,14
"'reunit',",11,6
"'redact',",11,20
"'ambigu',",11,6
"'muchneed',",11,10
"'coastal',",11,16
"'navig',",11,55
"'statutori',",11,37
"'allud',",11,12
"'palac',",11,21
"'diana',",11,6
"'expedit',",11,23
"'patron',",11,9
"'anxiou',",11,11
"'unwilling',",11,6
"'strive',",11,16
"'upper',",11,33
"'intrus',",11,43
"'beacon',",11,8
"'boucher',",11,24
"'singlepay',",11,6
"'flexibl',",11,73
"'wreak',",11,10
"'unauthor',",11,15
"'certainti',",11,28
"'boundari',",11,35
"'resili',",11,16
"'bent',",11,7
"'migrat',",11,47
"'revert',",11,19
"'tariff',",11,120
"'vacant',",11,37
"'propon',",11,33
"'handpick',",11,6
"'gregori',",11,9
"'downward',",11,10
"'flatli',",11,17
"'terrif',",11,11
"'curb',",11,133
"'aris',",11,15
"'customari',",11,7
"'restrain',",11,38
"'outstand',",11,28
"'intensifi',",11,63
"'inc',",11,697
"'terri',",11,27
"'slice',",11,13
"'ireland',",11,19
"'faction',",11,52
"'specifi',",11,49
"'dealmak',",11,24
"'yale',",11,10
"'flurri',",11,16
"'extraordinarili',",11,8
"'draconian',",11,8
"'dole',",11,17
"'remaind',",11,12
"'randal',",11,21
"'beleagu',",11,8
"'hastili',",11,6
"'endow',",11,10
"'rational',",11,23
"'cardin',",11,55
"'waiv',",11,67
"'facial',",11,11
"'bader',",11,13
"'citat',",11,7
"'oral',",11,28
"'nightclub',",11,8
"'taint',",11,8
"'crise',",11,30
"'stipul',",11,13
"'briberi',",11,37
"'logo',",11,11
"'greenhous',",11,74
"'reassign',",11,21
"'surreal',",11,6
"'indianapoli',",11,10
"'southwest',",11,18
"'mason',",11,28
"'mantra',",11,6
"'indirectli',",11,9
"'preet',",11,16
"'dian',",11,14
"'straightforward',",11,8
"'frosh',",11,9
"'fingerprint',",11,6
"'schwartz',",11,9
"'critiqu',",11,12
"'filmmak',",11,8
"'obscur',",11,21
"'hypothet',",11,8
"'selfdefens',",11,10
"'deterior',",11,34
"'omar',",11,15
"'italian',",11,24
"'joel',",11,6
"'rapid',",11,24
"'jenner',",11,7
"'overhaul',",11,653
"'india',",11,115
"'deepen',",11,53
"'supervisor',",11,20
"'amanda',",11,6
"'shaub',",11,25
"'dip',",11,11
"'hh',",11,38
"'ambiti',",11,45
"'merger',",11,49
"'hysteria',",11,9
"'beforehand',",11,7
"'erron',",11,10
"'stormer',",11,12
"'musk',",11,15
"'fetal',",11,7
"'debbi',",11,15
"'bentley',",11,53
"'dia',",11,10
"'jenkin',",11,6
"'hewitt',",11,13
"'foxconn',",11,24
"'reconsid',",10,34
"'saint',",10,6
"'ft',",10,6
"'vest',",10,15
"'solar',",10,52
"['feder',",10,8
"'preliminari',",10,61
"'jen',",10,19
"'commonli',",10,39
"'slot',",10,13
"'amplifi',",10,11
"'espous',",10,11
"'aug',",10,120
"'memoir',",10,7
"'entail',",10,10
"'avert',",10,53
"'closur',",10,39
"'peacekeep',",10,39
"'ambit',",10,44
"'derrick',",10,21
"'inmat',",10,12
"'sugar',",10,40
"'cochair',",10,12
"'deregul',",10,32
"'circumv',",10,14
"['russian',",10,23
"'kathleen',",10,12
"'hudson',",10,10
"'samantha',",10,6
"'antiterror',",10,10
"'playground',",10,11
"'messi',",10,7
"'inelig',",10,6
"'recept',",10,39
"'ignit',",10,14
"'anna',",10,10
"'courthous',",10,35
"'digest',",10,8
"'unwelcom',",10,11
"'milit',",10,254
"'underscor',",10,62
"'congratulatori',",10,6
"'sarin',",10,16
"'horn',",10,6
"'turner',",10,13
"'tobacco',",10,14
"'spun',",10,6
"'bargain',",10,37
"'speechwrit',",10,6
"'centrist',",10,24
"'compos',",10,8
"'motorcad',",10,7
"'hobbi',",10,7
"'mildli',",10,10
"'fade',",10,17
"'franchis',",10,8
"'inspect',",10,41
"'duncan',",10,22
"'radar',",10,17
"['two',",10,16
"'ria',",10,47
"'waver',",10,19
"'trey',",10,24
"'ideologu',",10,6
"'tuck',",10,11
"'absent',",10,20
"'yanukovych',",10,7
"'publicist',",10,10
"'facilit',",10,36
"'norman',",10,9
"'threshold',",10,64
"'fouryear',",10,25
"'eu',",10,169
"'unoffici',",10,9
"'broker',",10,53
"'bossert',",10,22
"'nathan',",10,8
"'leahi',",10,35
"'pact',",10,235
"'further',",10,7
"'fred',",10,13
"'reauthor',",10,39
"'evolv',",10,23
"'sour',",10,28
"'recollect',",10,9
"'bilater',",10,180
"'shelley',",10,11
"'calmli',",10,6
"'valley',",10,49
"'tarnish',",10,10
"'collar',",10,9
"'swell',",10,8
"'inflam',",10,12
"'loosen',",10,30
"'lockhe',",10,48
"'freddi',",10,18
"'proactiv',",10,11
"'aros',",10,13
"'tick',",10,20
"['russia',",10,65
"'scoop',",10,8
"'depth',",10,10
"'demor',",10,9
"'berat',",10,8
"'liken',",10,11
"'loyalist',",10,12
"'onetim',",10,27
"'up',",10,18
"'government',",10,14
"'latin',",10,28
"'superintend',",10,6
"'dissemin',",10,18
"'heidi',",10,20
"'whistleblow',",10,14
"'bashar',",10,82
"'clarif',",10,10
"'corfman',",10,8
"'harrison',",10,8
"'erik',",10,11
"'highrank',",10,17
"'emmanuel',",10,35
"'defianc',",10,30
"'improperli',",10,31
"'forese',",10,10
"'hb',",10,18
"'forest',",10,9
"'arctic',",10,50
"'capitalist',",10,13
"'proposit',",10,9
"'bounc',",10,6
"'cheaper',",10,27
"'cramer',",10,6
"'unreason',",9,7
"'somalia',",9,95
"'format',",9,18
"'chin',",9,16
"'injunct',",9,79
"'thirdparti',",9,11
"'bureaucrat',",9,12
"'extradit',",9,9
"'batteri',",9,18
"'accuraci',",9,111
"'bona',",9,46
"'fide',",9,46
"'summon',",9,33
"'jar',",9,9
"'toughest',",9,17
"'residenti',",9,9
"'logist',",9,22
"'elain',",9,55
"'outdat',",9,17
"'aggrav',",9,10
"'municip',",9,70
"'cole',",9,33
"'weiss',",9,9
"'takeov',",9,6
"'equiti',",9,96
"'choru',",9,15
"'liabl',",9,15
"'lotteri',",9,33
"'postpon',",9,66
"'conceiv',",9,7
"'ouster',",9,18
"'cliff',",9,6
"'gm',",9,17
"'videotap',",9,6
"'repris',",9,7
"['florida',",9,6
"'petersburg',",9,15
"'prematur',",9,31
"'toast',",9,11
"'underli',",9,21
"'waterway',",9,17
"'robust',",9,41
"'seventh',",9,11
"'woo',",9,7
"'eldest',",9,53
"'verdict',",9,13
"'moham',",9,25
"'elli',",9,6
"'accordingli',",9,6
"'demeanor',",9,8
"'belliger',",9,9
"'formul',",9,19
"'leas',",9,84
"'subordin',",9,10
"'autom',",9,27
"'probat',",9,10
"'undisclos',",9,29
"'kenneth',",9,18
"'kuwait',",9,13
"'naval',",9,35
"'leftlean',",9,10
"'captiv',",9,11
"'graviti',",9,9
"'vendor',",9,25
"'riski',",9,24
"'sigh',",9,7
"'boon',",9,10
"'vietnames',",9,12
"'kidnap',",9,9
"'grandstand',",9,18
"'stiff',",9,19
"'infring',",9,19
"'gallon',",9,19
"'overnight',",9,21
"'intermediari',",9,21
"'aluminum',",9,22
"'deripaska',",9,8
"'poorest',",9,7
"'landscap',",9,22
"'ruler',",9,6
"'skew',",9,10
"'nuanc',",9,7
"'transmit',",9,7
"'unansw',",9,13
"'mistreat',",9,9
"'ncaa',",9,8
"'shinzo',",9,32
"'hurdl',",9,94
"'galvan',",9,12
"'logan',",9,8
"'antonio',",9,37
"'yearli',",9,7
"'bog',",9,15
"'standpoint',",9,15
"'retroact',",9,28
"'nullifi',",9,12
"'priorit',",9,46
"'hockey',",9,9
"'corn',",9,40
"'binder',",9,9
"'subsidiari',",9,28
"'lanc',",9,27
"'maximum',",9,55
"'orlean',",9,16
"'royalti',",9,24
"'abu',",9,16
"'desert',",9,8
"'entangl',",9,12
"'selfi',",9,9
"'grassroot',",9,36
"'drip',",9,8
"'sooth',",9,6
"'pushback',",9,10
"'rental',",9,11
"'heller',",9,49
"'nobel',",9,14
"'sunni',",9,24
"'specialist',",9,17
"'toronto',",9,13
"'rosa',",9,7
"'outlaw',",9,8
"'gloria',",9,7
"'eighth',",9,8
"'joni',",9,8
"'mick',",9,85
"'brazil',",9,21
"'scorn',",9,11
"'instig',",9,8
"'twothird',",9,38
"'farag',",9,8
"'allevi',",9,9
"'cantwel',",9,17
"'ordin',",9,8
"'wyom',",9,17
"'louisvil',",9,22
"'discharg',",9,26
"'ayott',",9,7
"'cowboy',",9,14
"'reza',",9,6
"'largescal',",9,16
"'unprofession',",9,7
"'swath',",9,23
"'cabin',",9,6
"'edgar',",9,6
"'foia',",9,7
"'friedman',",9,21
"'administ',",8,25
"'barb',",8,9
"'foe',",8,42
"'pilot',",8,27
"'dow',",8,36
"'overreach',",8,35
"'outbreak',",8,8
"'jenni',",8,8
"'repudi',",8,10
"'forefront',",8,10
"'overdos',",8,23
"'suburb',",8,44
"'shorten',",8,18
"'shorter',",8,11
